 1 	3 	504100 	1005362 	0.90 	 1965642 	 3713941 	53.367 	3.806 	1.601 	0.363 	0.692 	0.868 	0.033
 2 	3 	504100 	1005362 	0.90 	 1983936 	 3735481 	29.479 	1.815 	0.682 	0.304 	0.201 	0.448 	0.020
 4 	3 	504100 	1005362 	0.90 	 1923457 	 3735647 	19.080 	1.261 	0.437 	0.226 	0.184 	0.274 	0.034
 8 	3 	504100 	1005362 	0.90 	 1947753 	 3765426 	9.081 	0.523 	0.183 	0.084 	0.038 	0.120 	0.007
16 	3 	504100 	1005362 	0.90 	 1916213 	 3754974 	5.915 	0.422 	0.123 	0.056 	0.067 	0.086 	0.019
32 	3 	504100 	1005362 	0.90 	 1861520 	 3748782 	3.025 	0.178 	0.053 	0.026 	0.016 	0.029 	0.003
64 	3 	504100 	1005362 	0.90 	 1851369 	 3749879 	3.234 	0.258 	0.097 	0.029 	0.032 	0.029 	0.014
