 4 	2 	10000 	19602 	1.00 	   28389 	   56223 	0.672 	0.053 	0.010 	0.003 	0.003 	0.009 	0.000
 4 	2 	10000 	19602 	1.00 	   27813 	   55596 	0.644 	0.047 	0.015 	0.002 	0.000 	0.008 	0.000
 4 	2 	10000 	19602 	1.00 	   28022 	   56081 	0.437 	0.039 	0.006 	0.003 	0.001 	0.010 	0.000
 4 	2 	10000 	19602 	1.00 	   27458 	   55576 	0.669 	0.025 	0.011 	0.001 	0.000 	0.005 	0.000
 4 	2 	10000 	19602 	1.00 	   27581 	   55757 	0.750 	0.026 	0.010 	0.002 	0.000 	0.005 	0.000
 4 	2 	10000 	19602 	1.00 	   27956 	   56032 	0.291 	0.017 	0.005 	0.000 	0.000 	0.002 	0.000
 4 	2 	10000 	19602 	1.00 	   27367 	   55508 	0.268 	0.011 	0.005 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   27732 	   55618 	0.329 	0.010 	0.004 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   28619 	   56688 	0.282 	0.010 	0.004 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   27922 	   56178 	0.275 	0.010 	0.004 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   28283 	   56187 	0.278 	0.011 	0.004 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   28104 	   56184 	0.269 	0.010 	0.004 	0.000 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   27056 	   55708 	0.276 	0.014 	0.005 	0.001 	0.000 	0.002 	0.000
