 4 	3 	504100 	1005362 	0.90 	  627112 	 7124812 	172.883 	6.476 	4.422 	0.480 	0.518 	1.045 	0.000
 8 	3 	504100 	1005362 	0.90 	  626929 	 7122488 	88.643 	3.594 	2.384 	0.258 	0.322 	0.618 	0.000
16 	3 	504100 	1005362 	0.90 	  625946 	 7119731 	46.816 	1.903 	1.188 	0.125 	0.253 	0.328 	0.000
32 	3 	504100 	1005362 	0.90 	  626305 	 7120822 	25.490 	1.393 	0.794 	0.062 	0.336 	0.192 	0.000
64 	3 	504100 	1005362 	0.90 	  626444 	 7119374 	15.260 	0.961 	0.658 	0.031 	0.131 	0.130 	0.000
128 	3 	504100 	1005362 	0.90 	  627056 	 7118252 	10.022 	0.790 	0.560 	0.016 	0.094 	0.108 	0.000
256 	3 	504100 	1005362 	0.90 	  627005 	 7120196 	14.513 	1.279 	0.750 	0.008 	0.386 	0.126 	0.000
