 4 	    3 	504100 	1005362 	0.90 	  626759 	 7125774 	145.692 	5.995 	4.560 	0.483 	0.368 	0.576 	0.000
 8 	    3 	504100 	1005362 	0.90 	  626203 	 7125395 	76.263 	3.082 	2.362 	0.248 	0.178 	0.284 	0.000
16 	    3 	504100 	1005362 	0.90 	  626185 	 7123527 	39.526 	1.605 	1.225 	0.126 	0.102 	0.144 	0.000
32 	    3 	504100 	1005362 	0.90 	  626716 	 7123094 	20.349 	0.908 	0.708 	0.062 	0.056 	0.071 	0.000
64 	    3 	504100 	1005362 	0.90 	  626525 	 7119614 	11.245 	0.728 	0.597 	0.030 	0.051 	0.038 	0.000
128 	  3 	504100 	1005362 	0.90 	  626607 	 7119748 	7.962 	0.673 	0.548 	0.016 	0.060 	0.040 	0.000
256 	  3 	504100 	1005362 	0.90 	  626462 	 7120653 	10.442 	0.841 	0.684 	0.009 	0.082 	0.055 	0.000
