 4 	2 	10000 	19602 	1.00 	   14927 	   80465 	0.672 	0.033 	0.022 	0.002 	0.002 	0.002 	0.000
 4 	2 	10000 	19602 	1.00 	   14898 	   80350 	0.644 	0.031 	0.019 	0.000 	0.003 	0.002 	0.000
 4 	2 	10000 	19602 	1.00 	   14906 	   80448 	0.437 	0.024 	0.018 	0.001 	0.000 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   14910 	   80456 	0.669 	0.024 	0.015 	0.001 	0.001 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14930 	   80439 	0.750 	0.029 	0.018 	0.001 	0.002 	0.001 	0.000
 4 	2 	10000 	19602 	1.00 	   14908 	   80526 	0.291 	0.009 	0.005 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14908 	   80417 	0.268 	0.009 	0.006 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14940 	   80353 	0.329 	0.016 	0.009 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14932 	   80529 	0.282 	0.011 	0.006 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14936 	   80492 	0.275 	0.011 	0.006 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14955 	   80451 	0.278 	0.016 	0.008 	0.002 	0.001 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14927 	   80502 	0.269 	0.009 	0.005 	0.000 	0.000 	0.000 	0.000
 4 	2 	10000 	19602 	1.00 	   14931 	   80400 	0.276 	0.010 	0.005 	0.000 	0.000 	0.000 	0.000
